Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,Freq_Max[Hz],U1_Max[V],Ufnd1_Max[V],Upeak1_Max[V],Udeg1_Max[deg],U2_Max[V],Ufnd2_Max[V],Upeak2_Max[V],Udeg2_Max[deg],U3_Max[V],Ufnd3_Max[V],Upeak3_Max[V],Udeg3_Max[deg],I1_Max[A],Ifnd1_Max[A],Ipeak1_Max[A],Ideg1_Max[deg],I2_Max[A],Ifnd2_Max[A],Ipeak2_Max[A],Ideg2_Max[deg],I3_Max[A],Ifnd3_Max[A],Ipeak3_Max[A],Ideg3_Max[deg],P1_Max[W],P2_Max[W],P3_Max[W],P_Max[W],S1_Max[VA],S2_Max[VA],S3_Max[VA],S_Max[VA],Q1_Max[var],Q2_Max[var],Q3_Max[var],Q_Max[var],PF1_Max,PF2_Max,PF3_Max,PF_Max,Freq_Min[Hz],U1_Min[V],Ufnd1_Min[V],Upeak1_Min[V],Udeg1_Min[deg],U2_Min[V],Ufnd2_Min[V],Upeak2_Min[V],Udeg2_Min[deg],U3_Min[V],Ufnd3_Min[V],Upeak3_Min[V],Udeg3_Min[deg],I1_Min[A],Ifnd1_Min[A],Ipeak1_Min[A],Ideg1_Min[deg],I2_Min[A],Ifnd2_Min[A],Ipeak2_Min[A],Ideg2_Min[deg],I3_Min[A],Ifnd3_Min[A],Ipeak3_Min[A],Ideg3_Min[deg],P1_Min[W],P2_Min[W],P3_Min[W],P_Min[W],S1_Min[VA],S2_Min[VA],S3_Min[VA],S_Min[VA],Q1_Min[var],Q2_Min[var],Q3_Min[var],Q_Min[var],PF1_Min,PF2_Min,PF3_Min,PF_Min,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem,Pulse
13/07/2023 16:07:50,0.01,0.00,50.02,"10,987.00","6,377.00",0.00,"11,009.00","6,227.00",-121.25,"10,986.00","6,433.00",118.02,449.50,449.40,-8.08,449.10,449.00,-128.82,442.70,442.60,111.91,"2,837,000.00","2,771,000.00","2,830,000.00","8,440,000.00","2,868,000.00","2,798,000.00","2,849,000.00","8,510,000.00","422,000.00","387,000.00","325,000.00","1,140,000.00",0.99,0.99,0.99,0.99,50.03,"11,000.00","6,385.00","9,410.00",0.00,"11,021.00","6,234.00","9,047.00",-121.22,"10,999.00","6,440.00","9,382.00",118.05,471.90,471.70,685.00,-7.70,472.30,472.10,686.60,-128.39,465.20,465.00,677.70,112.38,"2,964,000.00","2,901,000.00","2,966,000.00","8,830,000.00","3,003,000.00","2,935,000.00","2,988,000.00","8,920,000.00","488,000.00","450,000.00","389,000.00","1,330,000.00",0.99,0.99,0.99,0.99,50.01,"10,961.00","6,360.00","9,250.00",0.00,"10,983.00","6,213.00","8,948.00",-121.28,"10,958.00","6,418.00","9,272.00",118.00,436.20,436.00,631.20,-9.05,434.50,434.30,629.40,-129.77,428.60,428.40,622.10,110.87,"2,756,000.00","2,683,000.00","2,743,000.00","8,190,000.00","2,786,000.00","2,709,000.00","2,760,000.00","8,260,000.00","399,000.00","364,000.00","300,000.00","1,080,000.00",0.99,0.99,0.99,0.99,"2,425,000.00",0.00,"362,000.00",0.00,0.00,"70,000.00",0.00,"9,000.00",0.00,"8,440,000.00",0.00,"1,140,000.00",0.00,0.99,0.00
13/07/2023 16:08:20,0.01,0.00,50.03,"10,991.00","6,377.00",0.00,"11,015.00","6,232.00",-121.24,"10,987.00","6,435.00",118.01,453.10,452.90,-8.15,453.90,453.80,-128.88,446.80,446.70,111.71,"2,858,000.00","2,802,000.00","2,857,000.00","8,520,000.00","2,890,000.00","2,830,000.00","2,876,000.00","8,600,000.00","428,000.00","394,000.00","337,000.00","1,160,000.00",0.99,0.99,0.99,0.99,50.03,"11,008.00","6,388.00","9,382.00",0.00,"11,033.00","6,241.00","9,063.00",-121.21,"11,006.00","6,445.00","9,399.00",118.04,485.60,485.50,703.80,-7.55,487.10,487.00,704.30,-128.29,480.10,480.00,694.90,112.40,"3,049,000.00","2,994,000.00","3,057,000.00","9,100,000.00","3,089,000.00","3,028,000.00","3,083,000.00","9,200,000.00","500,000.00","457,000.00","400,000.00","1,360,000.00",0.99,0.99,0.99,0.99,50.03,"10,959.00","6,358.00","9,261.00",0.00,"10,988.00","6,215.00","8,976.00",-121.28,"10,957.00","6,419.00","9,289.00",118.00,435.70,435.40,632.40,-9.06,436.90,436.70,632.80,-129.67,429.00,428.90,622.50,110.86,"2,755,000.00","2,701,000.00","2,746,000.00","8,200,000.00","2,784,000.00","2,726,000.00","2,765,000.00","8,280,000.00","395,000.00","363,000.00","302,000.00","1,070,000.00",0.99,0.99,0.99,0.99,"2,496,000.00",0.00,"372,000.00",0.00,0.00,"71,000.00",0.00,"10,000.00",0.00,"8,520,000.00",0.00,"1,160,000.00",0.00,0.99,0.00
13/07/2023 16:08:50,0.01,0.00,50.02,"10,950.00","6,354.00",0.00,"10,976.00","6,209.00",-121.22,"10,949.00","6,413.00",118.03,494.30,494.10,-9.05,494.00,493.90,-129.77,487.00,486.90,110.94,"3,099,000.00","3,030,000.00","3,096,000.00","9,230,000.00","3,141,000.00","3,067,000.00","3,123,000.00","9,330,000.00","511,000.00","472,000.00","405,000.00","1,390,000.00",0.99,0.99,0.99,0.99,50.03,"11,007.00","6,387.00","9,377.00",0.00,"11,040.00","6,240.00","9,063.00",-120.92,"11,006.00","6,445.00","9,410.00",118.28,561.00,560.80,829.40,-7.57,554.50,554.30,811.10,-128.26,544.70,544.60,809.80,113.48,"3,471,000.00","3,332,000.00","3,413,000.00","10,140,000.00","3,540,000.00","3,410,000.00","3,467,000.00","10,350,000.00","778,000.00","761,000.00","610,000.00","2,090,000.00",0.99,0.99,1.00,0.99,50.00,"10,840.00","6,294.00","9,184.00",0.00,"10,886.00","6,148.00","8,893.00",-121.53,"10,853.00","6,363.00","9,201.00",117.64,436.80,436.60,634.00,-12.42,436.60,436.40,632.20,-133.63,428.90,428.70,622.30,107.74,"2,764,000.00","2,701,000.00","2,748,000.00","8,210,000.00","2,791,000.00","2,725,000.00","2,764,000.00","8,280,000.00","387,000.00","358,000.00","260,000.00","1,050,000.00",0.98,0.97,0.98,0.98,"2,573,000.00",0.00,"384,000.00",0.00,0.00,"77,000.00",0.00,"12,000.00",0.00,"9,220,000.00",0.00,"1,390,000.00",0.00,0.99,0.00
13/07/2023 16:09:20,0.01,0.00,50.01,"10,937.00","6,345.00",0.00,"10,962.00","6,203.00",-121.23,"10,932.00","6,403.00",118.02,520.90,520.80,-9.30,523.20,523.10,-129.98,514.80,514.70,110.45,"3,260,000.00","3,206,000.00","3,266,000.00","9,730,000.00","3,306,000.00","3,246,000.00","3,297,000.00","9,850,000.00","550,000.00","509,000.00","451,000.00","1,510,000.00",0.99,0.99,0.99,0.99,50.02,"10,961.00","6,359.00","9,355.00",0.00,"10,983.00","6,215.00","9,003.00",-121.18,"10,957.00","6,416.00","9,333.00",118.09,540.70,540.60,782.30,-8.76,542.20,542.00,783.20,-129.54,534.50,534.30,773.10,111.24,"3,375,000.00","3,313,000.00","3,384,000.00","10,070,000.00","3,426,000.00","3,357,000.00","3,418,000.00","10,200,000.00","603,000.00","567,000.00","495,000.00","1,660,000.00",0.99,0.99,0.99,0.99,50.00,"10,908.00","6,328.00","9,206.00",0.00,"10,933.00","6,186.00","8,915.00",-121.33,"10,905.00","6,387.00","9,228.00",117.94,501.30,501.10,724.60,-9.95,504.40,504.20,730.10,-130.80,495.20,495.10,717.50,109.84,"3,149,000.00","3,100,000.00","3,149,000.00","9,400,000.00","3,189,000.00","3,135,000.00","3,177,000.00","9,500,000.00","508,000.00","473,000.00","412,000.00","1,410,000.00",0.98,0.99,0.99,0.99,"2,654,000.00",0.00,"396,000.00",0.00,0.00,"81,000.00",0.00,"13,000.00",0.00,"9,730,000.00",0.00,"1,510,000.00",0.00,0.99,0.00
13/07/2023 16:09:50,0.01,0.00,50.00,"10,922.00","6,335.00",0.00,"10,950.00","6,195.00",-121.22,"10,917.00","6,395.00",118.02,517.20,517.10,-9.70,519.10,519.00,-130.34,511.30,511.20,110.11,"3,228,000.00","3,174,000.00","3,238,000.00","9,640,000.00","3,278,000.00","3,217,000.00","3,271,000.00","9,770,000.00","568,000.00","524,000.00","466,000.00","1,560,000.00",0.98,0.99,0.99,0.99,50.02,"10,943.00","6,349.00","9,338.00",0.00,"10,971.00","6,207.00","8,992.00",-121.18,"10,942.00","6,409.00","9,311.00",118.17,543.40,543.20,791.70,-9.03,544.50,544.40,789.40,-129.75,535.70,535.50,773.80,110.90,"3,381,000.00","3,315,000.00","3,381,000.00","10,070,000.00","3,436,000.00","3,365,000.00","3,419,000.00","10,220,000.00","625,000.00","647,000.00","558,000.00","1,790,000.00",0.99,0.99,0.99,0.99,49.99,"10,889.00","6,317.00","9,195.00",0.00,"10,903.00","6,169.00","8,882.00",-121.28,"10,890.00","6,379.00","9,223.00",117.94,500.30,500.20,723.70,-10.34,500.80,500.70,723.50,-132.06,492.50,492.30,715.70,108.65,"3,135,000.00","3,072,000.00","3,130,000.00","9,340,000.00","3,178,000.00","3,109,000.00","3,157,000.00","9,440,000.00","515,000.00","479,000.00","413,000.00","1,420,000.00",0.98,0.98,0.99,0.98,"2,734,000.00",0.00,"409,000.00",0.00,0.00,"80,000.00",0.00,"13,000.00",0.00,"9,640,000.00",0.00,"1,560,000.00",0.00,0.99,0.00
13/07/2023 16:10:20,0.01,0.00,49.97,"10,907.00","6,329.00",0.00,"10,932.00","6,184.00",-121.23,"10,904.00","6,387.00",118.01,519.10,518.90,-10.13,522.90,522.70,-130.76,514.10,514.00,109.50,"3,233,000.00","3,187,000.00","3,246,000.00","9,670,000.00","3,286,000.00","3,234,000.00","3,285,000.00","9,810,000.00","593,000.00","549,000.00","501,000.00","1,650,000.00",0.98,0.99,0.99,0.99,49.99,"10,927.00","6,344.00","9,333.00",0.00,"10,951.00","6,196.00","8,981.00",-121.18,"10,930.00","6,398.00","9,311.00",118.18,549.90,549.80,793.50,-9.44,553.80,553.70,802.00,-130.21,546.80,546.60,791.90,110.10,"3,401,000.00","3,357,000.00","3,434,000.00","10,190,000.00","3,468,000.00","3,414,000.00","3,482,000.00","10,360,000.00","682,000.00","621,000.00","590,000.00","1,880,000.00",0.99,0.99,0.99,0.99,49.96,"10,867.00","6,306.00","9,190.00",0.00,"10,896.00","6,162.00","8,893.00",-121.30,"10,865.00","6,366.00","9,223.00",117.92,504.70,504.60,729.20,-11.28,509.90,509.70,734.90,-131.80,497.20,497.10,720.00,108.30,"3,148,000.00","3,111,000.00","3,146,000.00","9,430,000.00","3,201,000.00","3,157,000.00","3,182,000.00","9,560,000.00","544,000.00","519,000.00","467,000.00","1,550,000.00",0.98,0.98,0.99,0.98,"2,815,000.00",0.00,"423,000.00",0.00,0.00,"81,000.00",0.00,"14,000.00",0.00,"9,660,000.00",0.00,"1,650,000.00",0.00,0.99,0.00
13/07/2023 16:10:50,0.01,0.00,49.96,"10,908.00","6,329.00",0.00,"10,934.00","6,185.00",-121.24,"10,906.00","6,388.00",118.02,524.40,524.30,-10.04,526.40,526.20,-130.74,518.00,517.90,109.74,"3,267,000.00","3,210,000.00","3,273,000.00","9,750,000.00","3,320,000.00","3,257,000.00","3,310,000.00","9,890,000.00","594,000.00","551,000.00","493,000.00","1,640,000.00",0.98,0.99,0.99,0.99,49.96,"10,931.00","6,342.00","9,327.00",0.00,"10,950.00","6,195.00","8,992.00",-121.19,"10,930.00","6,401.00","9,322.00",118.11,548.10,548.00,806.10,-9.41,552.20,552.00,809.50,-130.29,546.00,545.90,789.40,110.40,"3,400,000.00","3,359,000.00","3,438,000.00","10,200,000.00","3,461,000.00","3,409,000.00","3,481,000.00","10,350,000.00","656,000.00","611,000.00","550,000.00","1,810,000.00",0.99,0.99,0.99,0.99,49.95,"10,882.00","6,313.00","9,184.00",0.00,"10,909.00","6,172.00","8,893.00",-121.30,"10,876.00","6,373.00","9,212.00",117.95,507.70,507.60,733.30,-10.95,509.20,509.00,732.40,-131.45,499.40,499.20,723.70,109.02,"3,165,000.00","3,109,000.00","3,166,000.00","9,460,000.00","3,217,000.00","3,154,000.00","3,198,000.00","9,590,000.00","547,000.00","515,000.00","450,000.00","1,530,000.00",0.98,0.98,0.99,0.98,"2,896,000.00",0.00,"437,000.00",0.00,0.00,"81,000.00",0.00,"14,000.00",0.00,"9,750,000.00",0.00,"1,640,000.00",0.00,0.99,0.00
13/07/2023 16:11:20,0.02,0.00,49.96,"10,943.00","6,350.00",0.00,"10,969.00","6,205.00",-121.23,"10,944.00","6,410.00",118.04,483.60,483.40,-8.83,483.90,483.80,-129.33,478.40,478.30,111.20,"3,032,000.00","2,970,000.00","3,042,000.00","9,040,000.00","3,071,000.00","3,003,000.00","3,067,000.00","9,140,000.00","488,000.00","439,000.00","385,000.00","1,320,000.00",0.99,0.99,0.99,0.99,49.97,"10,988.00","6,378.00","9,382.00",0.00,"11,014.00","6,229.00","9,052.00",-121.18,"10,993.00","6,438.00","9,360.00",118.11,544.70,544.50,788.70,-7.56,546.70,546.60,788.30,-128.22,538.00,537.90,783.00,112.64,"3,390,000.00","3,329,000.00","3,397,000.00","10,110,000.00","3,445,000.00","3,377,000.00","3,433,000.00","10,250,000.00","621,000.00","565,000.00","525,000.00","1,690,000.00",0.99,0.99,0.99,0.99,49.95,"10,862.00","6,304.00","9,173.00",0.00,"10,891.00","6,159.00","8,877.00",-121.27,"10,864.00","6,364.00","9,201.00",117.95,442.00,441.80,639.90,-10.44,440.90,440.80,637.20,-130.72,435.50,435.40,633.30,109.29,"2,791,000.00","2,722,000.00","2,788,000.00","8,300,000.00","2,819,000.00","2,746,000.00","2,803,000.00","8,370,000.00","391,000.00","354,000.00","288,000.00","1,040,000.00",0.98,0.99,0.99,0.99,"2,971,000.00",0.00,"448,000.00",0.00,0.00,"75,000.00",0.00,"11,000.00",0.00,"9,040,000.00",0.00,"1,320,000.00",0.00,0.99,0.00
13/07/2023 16:11:50,0.02,0.00,49.98,"10,985.00","6,373.00",0.00,"11,011.00","6,230.00",-121.22,"10,989.00","6,436.00",118.10,451.80,451.70,-7.79,451.00,450.80,-128.58,444.40,444.20,112.24,"2,851,000.00","2,785,000.00","2,844,000.00","8,480,000.00","2,881,000.00","2,811,000.00","2,861,000.00","8,550,000.00","409,000.00","378,000.00","315,000.00","1,110,000.00",0.99,0.99,0.99,0.99,49.99,"11,000.00","6,384.00","9,377.00",0.00,"11,025.00","6,240.00","9,063.00",-121.19,"11,002.00","6,443.00","9,388.00",118.15,468.30,468.20,680.70,-7.31,467.80,467.60,703.10,-128.15,461.70,461.50,668.30,112.74,"2,945,000.00","2,880,000.00","2,946,000.00","8,770,000.00","2,980,000.00","2,911,000.00","2,968,000.00","8,860,000.00","462,000.00","426,000.00","360,000.00","1,250,000.00",0.99,0.99,0.99,0.99,49.97,"10,964.00","6,361.00","9,261.00",0.00,"10,994.00","6,219.00","8,965.00",-121.25,"10,970.00","6,426.00","9,289.00",118.05,435.60,435.40,631.90,-8.59,435.60,435.40,632.20,-129.31,429.70,429.60,625.10,111.48,"2,752,000.00","2,692,000.00","2,750,000.00","8,190,000.00","2,780,000.00","2,716,000.00","2,768,000.00","8,260,000.00","382,000.00","354,000.00","287,000.00","1,030,000.00",0.99,0.99,0.99,0.99,"3,042,000.00",0.00,"457,000.00",0.00,0.00,"71,000.00",0.00,"9,000.00",0.00,"8,480,000.00",0.00,"1,110,000.00",0.00,0.99,0.00
13/07/2023 16:12:20,0.02,0.00,49.99,"10,979.00","6,362.00",0.00,"11,009.00","6,237.00",-121.18,"10,982.00","6,431.00",118.20,453.00,452.80,-8.11,452.50,452.30,-128.90,445.70,445.60,111.87,"2,852,000.00","2,795,000.00","2,847,000.00","8,490,000.00","2,883,000.00","2,823,000.00","2,867,000.00","8,570,000.00","425,000.00","397,000.00","337,000.00","1,160,000.00",0.99,0.99,0.99,0.99,50.00,"10,999.00","6,376.00","9,371.00",0.00,"11,028.00","6,246.00","9,047.00",-121.15,"11,005.00","6,443.00","9,371.00",118.23,473.60,473.40,687.30,-7.57,473.30,473.20,691.00,-128.36,466.70,466.60,678.60,112.43,"2,975,000.00","2,914,000.00","2,976,000.00","8,860,000.00","3,012,000.00","2,945,000.00","2,999,000.00","8,950,000.00","478,000.00","445,000.00","389,000.00","1,310,000.00",0.99,0.99,0.99,0.99,49.98,"10,952.00","6,345.00","9,228.00",0.00,"10,980.00","6,220.00","8,959.00",-121.23,"10,953.00","6,414.00","9,267.00",118.12,437.80,437.80,637.20,-8.96,436.90,436.80,633.50,-129.79,430.50,430.20,626.70,110.96,"2,762,000.00","2,704,000.00","2,755,000.00","8,220,000.00","2,791,000.00","2,730,000.00","2,773,000.00","8,290,000.00","393,000.00","367,000.00","305,000.00","1,070,000.00",0.99,0.99,0.99,0.99,"3,113,000.00",0.00,"466,000.00",0.00,0.00,"71,000.00",0.00,"10,000.00",0.00,"8,490,000.00",0.00,"1,160,000.00",0.00,0.99,0.00
13/07/2023 16:12:50,0.02,0.00,49.99,"10,960.00","6,350.00",0.00,"10,986.00","6,225.00",-121.20,"10,958.00","6,416.00",118.18,460.20,460.00,-9.06,459.90,459.80,-129.91,452.50,452.40,110.86,"2,884,000.00","2,829,000.00","2,878,000.00","8,590,000.00","2,923,000.00","2,864,000.00","2,904,000.00","8,690,000.00","476,000.00","449,000.00","388,000.00","1,320,000.00",0.99,0.99,0.99,0.99,50.00,"10,982.00","6,367.00","9,360.00",0.00,"11,007.00","6,235.00","9,047.00",-121.17,"10,978.00","6,427.00","9,355.00",118.22,502.50,502.30,729.20,-8.26,503.20,503.00,727.60,-129.10,494.80,494.60,717.30,111.64,"3,127,000.00","3,076,000.00","3,127,000.00","9,330,000.00","3,178,000.00","3,122,000.00","3,163,000.00","9,460,000.00","570,000.00","541,000.00","479,000.00","1,590,000.00",0.99,0.99,0.99,0.99,49.98,"10,915.00","6,322.00","9,206.00",0.00,"10,941.00","6,202.00","8,948.00",-121.23,"10,910.00","6,390.00","9,228.00",118.12,442.60,442.50,639.90,-10.07,442.10,442.00,639.70,-130.96,434.90,434.80,630.80,109.71,"2,778,000.00","2,723,000.00","2,771,000.00","8,280,000.00","2,815,000.00","2,757,000.00","2,796,000.00","8,370,000.00","429,000.00","403,000.00","346,000.00","1,180,000.00",0.98,0.98,0.99,0.99,"3,184,000.00",0.00,"477,000.00",0.00,0.00,"72,000.00",0.00,"11,000.00",0.00,"8,590,000.00",0.00,"1,320,000.00",0.00,0.99,0.00
13/07/2023 16:13:20,0.02,0.00,50.02,"10,968.00","6,356.00",0.00,"10,994.00","6,230.00",-121.19,"10,968.00","6,421.00",118.20,458.30,458.20,-9.32,458.30,458.20,-130.00,451.90,451.80,110.66,"2,873,000.00","2,820,000.00","2,875,000.00","8,570,000.00","2,914,000.00","2,856,000.00","2,903,000.00","8,670,000.00","487,000.00","453,000.00","398,000.00","1,340,000.00",0.99,0.99,0.99,0.99,50.04,"10,985.00","6,366.00","9,366.00",0.00,"11,010.00","6,239.00","9,069.00",-121.17,"10,984.00","6,431.00","9,371.00",118.23,479.00,478.80,696.00,-8.96,478.40,478.30,693.50,-129.63,472.10,472.00,687.80,111.02,"2,999,000.00","2,940,000.00","3,001,000.00","8,940,000.00","3,043,000.00","2,978,000.00","3,029,000.00","9,050,000.00","530,000.00","494,000.00","441,000.00","1,470,000.00",0.99,0.99,0.99,0.99,50.00,"10,946.00","6,342.00","9,239.00",0.00,"10,974.00","6,216.00","8,965.00",-121.21,"10,943.00","6,408.00","9,272.00",118.15,441.10,441.00,640.90,-9.95,440.40,440.20,636.70,-130.59,434.80,434.50,632.60,109.95,"2,769,000.00","2,714,000.00","2,770,000.00","8,250,000.00","2,808,000.00","2,749,000.00","2,796,000.00","8,350,000.00","463,000.00","432,000.00","377,000.00","1,280,000.00",0.98,0.99,0.99,0.99,"3,256,000.00",0.00,"489,000.00",0.00,0.00,"71,000.00",0.00,"11,000.00",0.00,"8,570,000.00",0.00,"1,340,000.00",0.00,0.99,0.00
13/07/2023 16:13:50,0.02,0.00,50.05,"10,985.00","6,366.00",0.00,"11,008.00","6,239.00",-121.19,"10,986.00","6,430.00",118.23,450.40,450.30,-9.16,449.70,449.50,-129.74,444.50,444.30,110.95,"2,830,000.00","2,773,000.00","2,833,000.00","8,440,000.00","2,869,000.00","2,806,000.00","2,859,000.00","8,530,000.00","473,000.00","433,000.00","380,000.00","1,290,000.00",0.99,0.99,0.99,0.99,50.05,"11,002.00","6,376.00","9,382.00",0.00,"11,024.00","6,247.00","9,069.00",-121.16,"11,002.00","6,439.00","9,382.00",118.25,483.20,483.00,701.30,-8.73,482.90,482.70,697.20,-129.27,476.40,476.30,691.90,111.39,"3,025,000.00","2,967,000.00","3,027,000.00","9,020,000.00","3,070,000.00","3,006,000.00","3,058,000.00","9,130,000.00","525,000.00","488,000.00","430,000.00","1,450,000.00",0.99,0.99,0.99,0.99,50.04,"10,958.00","6,350.00","9,250.00",0.00,"10,981.00","6,223.00","8,981.00",-121.22,"10,960.00","6,415.00","9,278.00",118.21,434.40,434.30,631.90,-9.79,433.40,433.30,628.30,-130.33,427.90,427.70,623.20,110.32,"2,733,000.00","2,676,000.00","2,733,000.00","8,140,000.00","2,771,000.00","2,708,000.00","2,756,000.00","8,230,000.00","439,000.00","402,000.00","350,000.00","1,200,000.00",0.98,0.99,0.99,0.99,"3,326,000.00",0.00,"499,000.00",0.00,0.00,"70,000.00",0.00,"11,000.00",0.00,"8,440,000.00",0.00,"1,290,000.00",0.00,0.99,0.00
13/07/2023 16:14:20,0.02,0.00,50.05,"10,980.00","6,364.00",0.00,"11,006.00","6,236.00",-121.19,"10,982.00","6,430.00",118.20,450.20,450.00,-9.12,449.80,449.60,-129.83,443.60,443.40,110.89,"2,827,000.00","2,771,000.00","2,827,000.00","8,430,000.00","2,866,000.00","2,806,000.00","2,853,000.00","8,520,000.00","470,000.00","437,000.00","381,000.00","1,290,000.00",0.99,0.99,0.99,0.99,50.05,"10,997.00","6,374.00","9,382.00",0.00,"11,024.00","6,245.00","9,069.00",-121.17,"10,997.00","6,439.00","9,410.00",118.23,476.80,476.70,690.30,-8.52,476.30,476.20,686.90,-129.15,470.50,470.30,682.50,111.36,"2,986,000.00","2,927,000.00","2,992,000.00","8,910,000.00","3,029,000.00","2,965,000.00","3,021,000.00","9,010,000.00","516,000.00","480,000.00","424,000.00","1,420,000.00",0.99,0.99,0.99,0.99,50.04,"10,954.00","6,349.00","9,250.00",0.00,"10,983.00","6,221.00","8,970.00",-121.22,"10,959.00","6,417.00","9,289.00",118.17,434.50,434.40,631.90,-9.60,434.80,434.60,630.30,-130.27,428.60,428.40,624.10,110.40,"2,734,000.00","2,682,000.00","2,735,000.00","8,160,000.00","2,770,000.00","2,716,000.00","2,760,000.00","8,260,000.00","439,000.00","399,000.00","352,000.00","1,210,000.00",0.99,0.99,0.99,0.99,"3,396,000.00",0.00,"510,000.00",0.00,0.00,"70,000.00",0.00,"11,000.00",0.00,"8,430,000.00",0.00,"1,290,000.00",0.00,0.99,0.00
13/07/2023 16:14:50,0.02,0.00,50.06,"11,055.00","6,409.00",0.00,"11,073.00","6,276.00",-121.24,"11,052.00","6,471.00",118.18,338.50,338.40,-8.55,335.80,335.70,-129.79,329.60,329.50,111.57,"2,141,000.00","2,080,000.00","2,115,000.00","6,340,000.00","2,167,000.00","2,105,000.00","2,131,000.00","6,400,000.00","329,000.00","320,000.00","254,000.00","910,000.00",0.99,0.99,0.99,0.99,50.07,"11,109.00","6,441.00","9,366.00",0.00,"11,123.00","6,305.00","9,085.00",-121.19,"11,106.00","6,501.00","9,388.00",118.21,474.00,473.90,687.80,-7.19,474.90,474.70,689.60,-128.71,466.30,466.10,677.70,113.14,"2,970,000.00","2,919,000.00","2,965,000.00","8,850,000.00","3,010,000.00","2,956,000.00","2,992,000.00","8,960,000.00","621,000.00","606,000.00","547,000.00","1,780,000.00",0.99,0.99,1.00,0.99,50.05,"10,957.00","6,348.00","9,140.00",0.00,"10,980.00","6,223.00","8,910.00",-121.32,"10,955.00","6,414.00","9,212.00",118.16,273.80,273.70,398.20,-15.82,269.10,269.00,390.00,-137.18,263.80,263.80,387.30,104.04,"1,748,000.00","1,680,000.00","1,707,000.00","5,140,000.00","1,764,000.00","1,697,000.00","1,715,000.00","5,180,000.00","226,000.00","231,000.00","157,000.00","620,000.00",0.96,0.96,0.97,0.96,"3,449,000.00",0.00,"518,000.00",0.00,0.00,"53,000.00",0.00,"8,000.00",0.00,"6,340,000.00",0.00,"910,000.00",0.00,0.99,0.00
13/07/2023 16:15:20,0.02,0.00,50.06,"11,068.00","6,419.00",0.00,"11,092.00","6,286.00",-121.17,"11,071.00","6,482.00",118.22,314.20,314.20,-8.57,307.60,307.50,-129.67,304.70,304.60,112.29,"1,992,000.00","1,910,000.00","1,963,000.00","5,870,000.00","2,016,000.00","1,933,000.00","1,974,000.00","5,920,000.00","305,000.00","289,000.00","209,000.00","810,000.00",0.99,0.99,0.99,0.99,50.07,"11,111.00","6,444.00","9,267.00",0.00,"11,145.00","6,309.00","8,992.00",-120.95,"11,113.00","6,503.00","9,300.00",118.42,402.10,402.00,586.40,-6.61,393.50,393.40,567.60,-127.57,380.40,380.40,554.80,115.70,"2,511,000.00","2,387,000.00","2,420,000.00","7,300,000.00","2,560,000.00","2,449,000.00","2,448,000.00","7,430,000.00","544,000.00","547,000.00","399,000.00","1,440,000.00",0.99,0.99,1.00,0.99,50.05,"10,964.00","6,366.00","9,113.00",0.00,"10,991.00","6,223.00","8,844.00",-121.36,"10,972.00","6,433.00","9,151.00",117.81,268.80,268.70,393.00,-14.34,264.80,264.70,384.50,-133.90,259.30,259.20,379.90,108.62,"1,719,000.00","1,656,000.00","1,679,000.00","5,050,000.00","1,732,000.00","1,670,000.00","1,686,000.00","5,090,000.00","213,000.00","215,000.00","98,000.00","580,000.00",0.97,0.97,0.99,0.98,"3,498,000.00",0.00,"524,000.00",0.00,0.00,"49,000.00",0.00,"7,000.00",0.00,"5,870,000.00",0.00,"810,000.00",0.00,0.99,0.00
